attempt_id,student_id,exercise_id,concept_code,secondary_concept_code,occurred_at,received_at,ingestion_lag_seconds,session_id,lesson_phase,is_correct,skipped,used_hint,attempt_number,difficulty,response_time_ms,days_since_last_practice,prerequisite_mastery,latent_ability,probability_correct,misconception_code,connectivity_mode,data_quality_flags,data_notice
attempt-0255,student-15,ex-08-03,PYTHON_FUNCTIONS,,2026-07-05T06:18:35.082656+00:00,2026-07-05T06:18:48.082656+00:00,13,session-student-15-012,PRACTICE,1,0,0,1,0.442,23385,3.907,0.386,0.473,0.3882,,UNSTABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0256,student-16,ex-01-06,PYTHON_VARIABLES,PYTHON_VARIABLES,2026-07-05T08:43:51.754440+00:00,2026-07-05T08:44:12.754440+00:00,21,session-student-16-012,CHECKPOINT,0,0,1,1,0.782,44621,2.52,0.378,0.359,0.0845,VARIABLE_UPDATE_ORDER,OCCASIONAL_OFFLINE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0257,student-17,ex-06-01,PYTHON_WHILE,,2026-07-05T12:35:00.201613+00:00,2026-07-05T12:35:23.201613+00:00,23,session-student-17-012,PRACTICE,0,0,0,2,0.221,23346,4.885,0.968,0.885,0.9567,WHILE_VARIABLE_NOT_UPDATED,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0258,student-18,ex-03-05,PYTHON_IF_ELSE,,2026-07-05T14:36:51.372956+00:00,2026-07-05T14:37:00.372956+00:00,9,session-student-18-012,PRACTICE,1,0,1,1,0.674,51290,4.528,0.717,0.812,0.5676,,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0259,student-19,ex-03-04,PYTHON_IF_ELSE,,2026-07-05T18:19:38.681161+00:00,2026-07-05T18:19:48.681161+00:00,10,session-student-19-012,PRACTICE,1,0,0,1,0.557,18271,2.83,0.635,0.716,0.6099,,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0260,student-20,ex-04-02,PYTHON_FOR,,2026-07-05T22:45:06.912000+00:00,2026-07-05T22:45:07.912000+00:00,1,session-student-20-012,PRACTICE,1,0,0,1,0.35,54928,3.85,0.763,0.879,0.7612,,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0261,student-01,ex-04-02,PYTHON_FOR,,2026-07-06T00:47:42.415578+00:00,2026-07-06T00:48:01.415578+00:00,19,session-student-01-013,PRACTICE,1,0,1,3,0.35,15864,0.631,0.786,0.817,0.9177,,UNSTABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0262,student-02,ex-02-06,PYTHON_OPERATORS,PYTHON_VARIABLES,2026-07-06T04:21:56.477814+00:00,2026-07-06T04:22:18.477814+00:00,22,session-student-02-013,CHECKPOINT,1,0,1,2,0.78,61755,1.562,0.807,0.916,0.7055,,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0263,student-03,ex-08-02,PYTHON_FUNCTIONS,,2026-07-06T07:42:45.118950+00:00,2026-07-06T07:42:56.118950+00:00,11,session-student-03-013,PRACTICE,1,0,1,3,0.326,12935,1.41,0.427,0.58,0.7331,,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0264,student-04,ex-02-04,PYTHON_OPERATORS,,2026-07-06T09:41:06.550403+00:00,2026-07-06T09:41:14.550403+00:00,8,session-student-04-013,PRACTICE,1,0,0,1,0.552,29568,2.547,0.901,0.795,0.9046,,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0265,student-05,ex-05-03,PYTHON_RANGE,,2026-07-06T13:45:01.216543+00:00,2026-07-06T13:45:05.216543+00:00,4,session-student-05-013,PRACTICE,1,0,0,2,0.427,32256,4.266,0.401,0.336,0.6357,,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0266,student-06,ex-03-03,PYTHON_IF_ELSE,,2026-07-06T17:33:57.325653+00:00,2026-07-06T17:34:15.325653+00:00,18,session-student-06-013,PRACTICE,1,0,1,1,0.421,15442,4.05,0.562,0.739,0.3346,,OCCASIONAL_OFFLINE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0267,student-07,ex-07-02,PYTHON_LISTS,,2026-07-06T21:08:53.172382+00:00,2026-07-06T21:09:02.172382+00:00,9,session-student-07-013,PRACTICE,0,0,0,2,0.309,30197,3.754,0.328,0.421,0.4741,LIST_INDEX_STARTS_AT_ONE,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0268,student-08,ex-01-03,PYTHON_VARIABLES,,2026-07-07T00:05:18.567772+00:00,2026-07-07T00:05:34.567772+00:00,16,session-student-08-013,PRACTICE,1,0,0,1,0.434,27607,2.987,0.504,0.664,0.6159,,OFFLINE_SYNC,OFFLINE_BATCH,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0269,student-10,ex-08-05,PYTHON_FUNCTIONS,,2026-07-07T03:26:18.057028+00:00,2026-07-07T09:19:06.057028+00:00,21168,session-student-10-013,PRACTICE,0,0,1,3,0.658,14746,2.567,0.733,0.755,0.6333,FUNCTION_RETURN_VS_PRINT,STABLE,LATE_EVENT,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0270,student-10,ex-08-05,PYTHON_FUNCTIONS,,2026-07-07T05:09:56.150033+00:00,2026-07-07T05:10:09.150033+00:00,13,session-student-10-013,PRACTICE,1,0,0,4,0.658,33148,2.641,0.704,0.755,0.4961,,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0271,student-11,ex-08-01,PYTHON_FUNCTIONS,,2026-07-07T09:48:59.018195+00:00,2026-07-07T09:49:14.018195+00:00,15,session-student-11-013,PRACTICE,1,0,0,1,0.229,19282,3.153,0.921,0.96,0.9436,,OCCASIONAL_OFFLINE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0272,student-12,ex-05-03,PYTHON_RANGE,,2026-07-07T12:02:25.585697+00:00,2026-07-07T12:02:38.585697+00:00,13,session-student-12-013,PRACTICE,0,0,0,1,0.427,38054,0.993,0.814,0.821,0.8511,RANGE_STOP_INCLUDED,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0273,student-13,ex-04-03,PYTHON_FOR,,2026-07-07T15:07:55.284677+00:00,2026-07-07T15:07:57.284677+00:00,2,session-student-13-013,PRACTICE,1,0,0,1,0.427,21035,3.671,0.628,0.686,0.5938,,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0274,student-14,ex-08-06,PYTHON_FUNCTIONS,PYTHON_LISTS,2026-07-07T17:36:44.456094+00:00,2026-07-07T17:36:55.456094+00:00,11,session-student-14-013,CHECKPOINT,1,0,0,2,0.792,13576,4.402,0.842,0.81,0.4676,,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0275,student-15,ex-03-02,PYTHON_IF_ELSE,,2026-07-07T21:03:57.869077+00:00,2026-07-07T21:04:14.869077+00:00,17,session-student-15-013,PRACTICE,1,0,0,2,0.337,32799,0.183,0.723,0.702,0.8636,,UNSTABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0276,student-16,ex-03-06,PYTHON_IF_ELSE,PYTHON_OPERATORS,2026-07-08T00:16:40.200841+00:00,2026-07-08T00:17:04.200841+00:00,24,session-student-16-013,CHECKPOINT,0,1,1,2,0.781,19955,2.23,0.503,0.587,0.6541,,OCCASIONAL_OFFLINE,SKIPPED,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0277,student-17,ex-03-03,PYTHON_IF_ELSE,,2026-07-08T04:41:20.890138+00:00,2026-07-08T04:41:44.890138+00:00,24,session-student-17-013,PRACTICE,1,0,0,2,0.421,33490,2.94,0.728,0.864,0.8242,,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0278,student-18,ex-02-02,PYTHON_OPERATORS,,2026-07-08T06:46:04.551498+00:00,2026-07-08T06:46:12.551498+00:00,8,session-student-18-013,PRACTICE,0,0,0,2,0.352,27593,12.744,0.764,0.685,0.6966,,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0279,student-20,ex-04-02,PYTHON_FOR,,2026-07-08T11:08:59.607456+00:00,2026-07-08T11:09:06.607456+00:00,7,session-student-20-013,PRACTICE,1,0,0,2,0.35,28992,2.545,0.837,0.879,0.8292,,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0280,student-20,ex-06-04,PYTHON_WHILE,,2026-07-08T13:06:10.291008+00:00,2026-07-08T13:06:17.291008+00:00,7,session-student-20-013,PRACTICE,1,0,0,2,0.529,24044,2.789,0.684,0.848,0.7232,,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0281,student-01,ex-03-02,PYTHON_IF_ELSE,,2026-07-08T17:32:40.462127+00:00,2026-07-08T17:32:49.462127+00:00,9,session-student-01-014,PRACTICE,1,0,0,2,0.337,17722,4.705,0.671,0.848,0.827,,UNSTABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0282,student-02,ex-07-05,PYTHON_LISTS,,2026-07-08T19:49:54.524339+00:00,2026-07-08T19:50:18.524339+00:00,24,session-student-02-014,PRACTICE,1,0,0,1,0.666,48461,1.722,0.729,0.824,0.7303,,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0283,student-03,ex-07-02,PYTHON_LISTS,,2026-07-09T00:00:53.909839+00:00,2026-07-09T00:01:01.909839+00:00,8,session-student-03-014,PRACTICE,0,1,0,2,0.309,28982,2.094,0.534,0.572,0.7342,,STABLE,SKIPPED,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0284,student-04,ex-05-01,PYTHON_RANGE,,2026-07-09T01:45:05.475197+00:00,2026-07-09T01:45:08.475197+00:00,3,session-student-04-014,PRACTICE,1,0,0,1,0.219,12012,0.238,0.594,0.616,0.8721,,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0285,student-05,ex-06-06,PYTHON_WHILE,PYTHON_RANGE,2026-07-09T05:03:26.106495+00:00,2026-07-09T05:03:50.106495+00:00,24,session-student-05-014,CHECKPOINT,0,0,0,2,0.752,8626,4.578,0.609,0.529,0.3283,WHILE_VARIABLE_NOT_UPDATED,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0286,student-06,ex-06-05,PYTHON_WHILE,,2026-07-09T09:09:53.011443+00:00,2026-07-09T09:10:07.011443+00:00,14,session-student-06-014,PRACTICE,0,0,1,2,0.641,32384,1.001,0.946,0.835,0.5653,WHILE_VARIABLE_NOT_UPDATED,OCCASIONAL_OFFLINE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0287,student-07,ex-07-04,PYTHON_LISTS,,2026-07-09T11:41:21.215336+00:00,2026-07-09T11:41:34.215336+00:00,13,session-student-07-014,PRACTICE,1,0,1,3,0.536,22213,2.329,0.491,0.421,0.6778,,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0288,student-08,ex-08-05,PYTHON_FUNCTIONS,,2026-07-09T15:19:52.462422+00:00,2026-07-09T15:19:53.462422+00:00,1,session-student-08-014,PRACTICE,0,0,0,2,0.658,32679,26.693,0.645,0.815,0.4343,,UNSTABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0289,student-09,ex-05-03,PYTHON_RANGE,,2026-07-09T18:46:58.220517+00:00,2026-07-09T18:46:59.220517+00:00,1,session-student-09-014,PRACTICE,1,0,0,1,0.427,19802,3.139,0.401,0.495,0.6829,,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0290,student-10,ex-01-04,PYTHON_VARIABLES,,2026-07-09T21:16:36.661846+00:00,2026-07-09T21:16:42.661846+00:00,6,session-student-10-014,PRACTICE,1,0,1,1,0.543,5951,2.406,0.596,0.731,0.5766,,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0291,student-11,ex-03-02,PYTHON_IF_ELSE,,2026-07-10T01:53:03.010072+00:00,2026-07-10T01:53:13.010072+00:00,10,session-student-11-014,PRACTICE,1,0,0,1,0.337,25713,3.053,0.801,0.789,0.8945,,OCCASIONAL_OFFLINE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0292,student-12,ex-04-01,PYTHON_FOR,,2026-07-10T04:35:02.097777+00:00,2026-07-10T04:35:20.097777+00:00,18,session-student-12-014,PRACTICE,1,0,0,3,0.218,450,3.849,0.752,0.898,0.8762,,STABLE,IMPLAUSIBLY_FAST,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0293,student-13,ex-06-01,PYTHON_WHILE,,2026-07-10T07:12:57.781447+00:00,2026-07-10T07:12:59.781447+00:00,2,session-student-13-014,PRACTICE,1,0,0,1,0.221,17661,4.822,0.576,0.745,0.5907,,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0294,student-14,ex-05-01,PYTHON_RANGE,,2026-07-10T09:38:03.748511+00:00,2026-07-10T09:38:24.748511+00:00,21,session-student-14-014,PRACTICE,0,0,0,1,0.219,16604,2.948,0.829,0.776,0.7913,RANGE_STOP_INCLUDED,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0295,student-15,ex-05-04,PYTHON_RANGE,,2026-07-10T13:31:57.919286+00:00,2026-07-10T13:32:20.919286+00:00,23,session-student-15-014,PRACTICE,0,0,1,3,0.56,14241,0.534,0.388,0.543,0.3558,,UNSTABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0296,student-16,ex-05-06,PYTHON_RANGE,PYTHON_FOR,2026-07-10T16:58:58.562811+00:00,2026-07-10T16:59:11.562811+00:00,13,session-student-16-014,CHECKPOINT,0,0,1,1,0.766,12382,2.021,0.359,0.371,0.2341,RANGE_STOP_INCLUDED,OCCASIONAL_OFFLINE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0297,student-17,ex-06-06,PYTHON_WHILE,PYTHON_RANGE,2026-07-10T20:07:44.651327+00:00,2026-07-10T20:07:50.651327+00:00,6,session-student-17-014,CHECKPOINT,0,0,0,3,0.752,36428,3.449,0.799,0.885,0.7806,WHILE_VARIABLE_NOT_UPDATED,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0298,student-18,ex-01-04,PYTHON_VARIABLES,,2026-07-10T23:54:59.088685+00:00,2026-07-10T23:55:18.088685+00:00,19,session-student-18-014,PRACTICE,1,0,0,1,0.543,7748,21.306,0.575,0.657,0.5514,,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0299,student-20,ex-04-06,PYTHON_FOR,PYTHON_IF_ELSE,2026-07-11T03:34:31.445486+00:00,2026-07-11T03:34:38.445486+00:00,7,session-student-20-014,CHECKPOINT,1,0,1,3,0.791,46415,4.462,0.856,0.879,0.64,,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0300,student-20,ex-02-02,PYTHON_OPERATORS,,2026-07-11T05:05:32.643985+00:00,2026-07-11T05:05:36.643985+00:00,4,session-student-20-014,PRACTICE,1,0,1,1,0.352,35849,4.047,0.96,0.96,0.9089,,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0301,student-01,ex-05-01,PYTHON_RANGE,,2026-07-11T08:21:25.996512+00:00,2026-07-11T08:21:42.996512+00:00,17,session-student-01-015,PRACTICE,1,0,0,1,0.219,19620,3.934,0.659,0.748,0.8853,,UNSTABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0302,student-02,ex-07-01,PYTHON_LISTS,,2026-07-11T11:57:27.158263+00:00,2026-07-11T11:57:40.158263+00:00,13,session-student-02-015,PRACTICE,0,0,0,2,0.238,45685,0.76,0.853,0.824,0.7706,LIST_INDEX_STARTS_AT_ONE,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0303,student-03,ex-02-04,PYTHON_OPERATORS,,2026-07-11T14:52:16.374976+00:00,2026-07-11T14:52:34.374976+00:00,18,session-student-03-015,PRACTICE,0,0,0,1,0.552,25498,2.996,0.318,0.433,0.3401,,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0304,student-04,ex-02-05,PYTHON_OPERATORS,,2026-07-11T17:45:11.171176+00:00,2026-07-11T17:45:13.171176+00:00,2,session-student-04-015,PRACTICE,1,0,0,2,0.681,32537,3.76,0.775,0.795,0.6877,,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0305,student-05,ex-07-02,PYTHON_LISTS,,2026-07-11T21:15:42.638587+00:00,2026-07-11T21:15:46.638587+00:00,4,session-student-05-015,PRACTICE,1,0,0,1,0.309,23352,2.477,0.445,0.357,0.4401,,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0306,student-06,ex-07-02,PYTHON_LISTS,,2026-07-12T01:09:32.343142+00:00,2026-07-12T01:09:46.343142+00:00,14,session-student-06-015,PRACTICE,1,0,1,1,0.309,20129,0.944,0.691,0.728,0.8024,,OCCASIONAL_OFFLINE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0307,student-07,ex-07-01,PYTHON_LISTS,,2026-07-12T03:53:33.855800+00:00,2026-07-12T03:53:52.855800+00:00,19,session-student-07-015,PRACTICE,1,0,0,4,0.238,8973,1.123,0.362,0.421,0.9247,,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0308,student-08,ex-01-06,PYTHON_VARIABLES,PYTHON_VARIABLES,2026-07-12T07:42:26.937517+00:00,2026-07-12T07:42:27.937517+00:00,1,session-student-08-015,CHECKPOINT,0,1,0,2,0.782,10728,17.501,0.579,0.664,0.2755,,UNSTABLE,SKIPPED,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0309,student-10,ex-05-05,PYTHON_RANGE,,2026-07-12T10:10:40.062244+00:00,2026-07-12T10:10:41.062244+00:00,1,session-student-10-015,PRACTICE,1,0,0,3,0.653,11555,3.063,0.461,0.638,0.6061,,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0310,student-10,ex-02-01,PYTHON_OPERATORS,,2026-07-12T13:34:09.851121+00:00,2026-07-12T13:34:11.851121+00:00,2,session-student-10-015,PRACTICE,1,0,1,1,0.198,13573,4.464,0.539,0.672,0.7288,,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0311,student-11,ex-07-05,PYTHON_LISTS,,2026-07-12T17:48:00.348501+00:00,2026-07-12T17:48:04.348501+00:00,4,session-student-11-015,PRACTICE,1,0,0,1,0.666,26697,3.781,0.942,0.927,0.5278,,OCCASIONAL_OFFLINE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0312,student-12,ex-08-05,PYTHON_FUNCTIONS,,2026-07-12T19:16:24.485176+00:00,2026-07-12T19:16:46.485176+00:00,22,session-student-12-015,PRACTICE,1,0,1,1,0.658,40279,4.677,0.67,0.795,0.8137,,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0313,student-13,ex-08-04,PYTHON_FUNCTIONS,,2026-07-12T23:59:56.813218+00:00,2026-07-13T00:00:14.813218+00:00,18,session-student-13-015,PRACTICE,1,0,1,1,0.571,11183,2.394,0.794,0.941,0.7331,,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0314,student-14,ex-02-01,PYTHON_OPERATORS,,2026-07-13T01:36:49.837469+00:00,2026-07-13T01:36:54.837469+00:00,5,session-student-14-015,PRACTICE,1,0,0,1,0.198,15925,3.929,0.754,0.76,0.894,,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0315,student-15,ex-08-05,PYTHON_FUNCTIONS,,2026-07-13T06:34:24.229415+00:00,2026-07-13T06:34:40.229415+00:00,16,session-student-15-015,PRACTICE,1,0,0,2,0.658,29798,0.897,0.541,0.473,0.2443,,UNSTABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0316,student-16,ex-05-02,PYTHON_RANGE,,2026-07-13T08:42:26.429239+00:00,2026-07-13T08:42:33.429239+00:00,7,session-student-16-015,PRACTICE,0,0,0,2,0.324,28965,3.287,0.202,0.371,0.3741,,OCCASIONAL_OFFLINE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0317,student-17,ex-04-03,PYTHON_FOR,,2026-07-13T13:11:12.842131+00:00,2026-07-13T13:11:19.842131+00:00,7,session-student-17-015,PRACTICE,1,0,0,1,0.427,32365,4.55,0.932,0.826,0.7054,,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0318,student-18,ex-06-02,PYTHON_WHILE,,2026-07-13T15:15:03.533532+00:00,2026-07-13T15:15:19.533532+00:00,16,session-student-18-015,PRACTICE,1,0,1,2,0.331,26090,1.343,0.883,0.846,0.8389,,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0319,student-19,ex-06-03,PYTHON_WHILE,,2026-07-13T17:59:23.364378+00:00,2026-07-13T17:59:38.364378+00:00,15,session-student-19-015,PRACTICE,1,0,1,1,0.448,9567,3.592,0.785,0.811,0.8833,,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0320,student-20,ex-03-04,PYTHON_IF_ELSE,,2026-07-13T22:06:56.313224+00:00,2026-07-13T22:07:13.313224+00:00,17,session-student-20-015,PRACTICE,1,0,0,1,0.557,41813,1.233,0.979,0.96,0.8374,,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0321,student-01,ex-08-05,PYTHON_FUNCTIONS,,2026-07-14T01:12:15.829654+00:00,2026-07-14T01:12:29.829654+00:00,14,session-student-01-016,PRACTICE,1,0,0,1,0.658,20140,1.771,0.804,0.888,0.6945,,UNSTABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0322,student-02,ex-07-03,PYTHON_LISTS,,2026-07-14T03:16:02.035050+00:00,2026-07-14T03:16:10.035050+00:00,8,session-student-02-016,PRACTICE,1,0,1,3,0.42,36224,2.69,0.734,0.824,0.8707,,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0323,student-03,ex-08-03,PYTHON_FUNCTIONS,,2026-07-14T06:44:46.736981+00:00,2026-07-14T06:45:07.736981+00:00,21,session-student-03-016,PRACTICE,0,1,0,2,0.442,27454,1.51,0.689,0.58,0.6941,,STABLE,SKIPPED,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0324,student-04,ex-06-06,PYTHON_WHILE,PYTHON_RANGE,2026-07-14T10:26:46.478771+00:00,2026-07-14T10:26:52.478771+00:00,6,session-student-04-016,CHECKPOINT,1,0,0,2,0.752,47891,0.364,0.1,0.2,0.1077,,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0325,student-05,ex-05-05,PYTHON_RANGE,,2026-07-14T13:05:20.964438+00:00,2026-07-14T13:05:39.964438+00:00,19,session-student-05-016,PRACTICE,1,0,1,3,0.653,25384,3.283,0.395,0.336,0.4131,,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0326,student-06,ex-01-02,PYTHON_VARIABLES,,2026-07-14T16:06:48.682844+00:00,2026-07-14T16:07:12.682844+00:00,24,session-student-06-016,PRACTICE,0,0,1,1,0.308,17886,1.986,0.741,0.765,0.7151,,OCCASIONAL_OFFLINE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0327,student-07,ex-01-02,PYTHON_VARIABLES,,2026-07-14T20:39:43.594276+00:00,2026-07-14T20:39:59.594276+00:00,16,session-student-07-016,PRACTICE,1,0,0,1,0.308,14419,1.212,0.339,0.479,0.2812,,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0328,student-08,ex-02-05,PYTHON_OPERATORS,,2026-07-14T23:27:11.220281+00:00,2026-07-14T23:27:20.220281+00:00,9,session-student-08-016,PRACTICE,1,0,1,1,0.681,17818,27.99,0.622,0.774,0.301,,UNSTABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0329,student-10,ex-08-03,PYTHON_FUNCTIONS,,2026-07-15T02:36:43.410546+00:00,2026-07-15T02:37:02.410546+00:00,19,session-student-10-016,PRACTICE,1,0,0,4,0.442,7544,3.626,0.861,0.755,0.7704,,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0330,student-10,ex-05-01,PYTHON_RANGE,,2026-07-15T05:18:53.884686+00:00,2026-07-15T05:18:58.884686+00:00,5,session-student-10-016,PRACTICE,1,0,1,3,0.219,14946,2.297,0.688,0.638,0.7984,,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0331,student-11,ex-05-06,PYTHON_RANGE,PYTHON_FOR,2026-07-15T09:50:37.318643+00:00,2026-07-15T09:50:57.318643+00:00,20,session-student-11-016,CHECKPOINT,1,0,0,2,0.766,32951,4.705,0.932,0.862,0.7492,,OCCASIONAL_OFFLINE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0332,student-12,ex-02-02,PYTHON_OPERATORS,,2026-07-15T12:21:40.171048+00:00,2026-07-15T12:21:51.171048+00:00,11,session-student-12-016,PRACTICE,0,0,0,1,0.352,19295,1.836,0.817,0.759,0.8268,BOOLEAN_LOGIC_CONFUSION,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0333,student-13,ex-06-04,PYTHON_WHILE,,2026-07-15T15:28:05.646227+00:00,2026-07-15T15:28:27.646227+00:00,22,session-student-13-016,PRACTICE,1,0,0,2,0.529,33475,0.688,0.67,0.745,0.6254,,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0334,student-14,ex-07-01,PYTHON_LISTS,,2026-07-15T19:13:53.304490+00:00,2026-07-15T19:14:03.304490+00:00,10,session-student-14-016,PRACTICE,1,0,0,2,0.238,8648,2.549,0.65,0.61,0.7629,,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0335,student-15,ex-04-04,PYTHON_FOR,,2026-07-15T22:20:48.717346+00:00,2026-07-15T22:21:02.717346+00:00,14,session-student-15-016,PRACTICE,0,0,0,1,0.533,24808,4.61,0.505,0.6,0.4387,,UNSTABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0336,student-16,ex-08-02,PYTHON_FUNCTIONS,,2026-07-16T00:32:23.364978+00:00,2026-07-16T04:24:26.364978+00:00,13923,session-student-16-016,PRACTICE,1,0,0,1,0.326,22898,1.337,0.693,0.61,0.5741,,OCCASIONAL_OFFLINE,LATE_EVENT,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0337,student-17,ex-08-04,PYTHON_FUNCTIONS,,2026-07-16T03:20:26.264968+00:00,2026-07-16T03:20:46.264968+00:00,20,session-student-17-016,PRACTICE,1,0,0,2,0.571,88864,1.155,0.584,0.639,0.6423,,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0338,student-18,ex-07-04,PYTHON_LISTS,,2026-07-16T07:30:55.806676+00:00,2026-07-16T07:31:16.806676+00:00,21,session-student-18-016,PRACTICE,1,0,0,1,0.536,21930,15.456,0.735,0.643,0.5694,,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0339,student-20,ex-04-04,PYTHON_FOR,,2026-07-16T10:40:13.733995+00:00,2026-07-16T10:40:14.733995+00:00,1,session-student-20-016,PRACTICE,0,0,0,4,0.533,30430,1.905,0.888,0.879,0.6349,FOR_ITERATION_COUNT,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
